channelId,genre_sing,genre_dance,genre_paint,genre_craft,genre_perform,genre_music,genre_game,genre_trpg,genre_anime,genre_chat,genre_physics_calc,genre_comedy,genre_cook,genre_handicraft,genre_fashion,genre_animal,genre_shock,genre_vehicle,genre_travel,genre_sports,genre_martial_arts,genre_trend,genre_pachinko,genre_slot,genre_mahjong,genre_how_to,genre_education,genre_history,genre_science,genre_news,genre_other,cluster
UC-tDue_WgdsJWl-8rukrKeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1:オールジャンル
UC-vawMwEtWJ6u9adL2uclbg,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5:アニメ
UC-wEjZjIcmhccDXEOo-vCsg,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:オールジャンル
UC-wMseAf0bIVT9pvUaa_v1w,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC-wZpxe-sOkaJPAL88F4nhg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC-wkT_5sVTZKoh4WJuvRgNw,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4:お絵かき
UC-xHt7uyYFT6aZ3d0vyabCg,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC-yCLcv8bFBBOedijWSJkkg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5:アニメ
UC0-ErTuYkE8wJiZ6v8z85HQ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0-fiHH0MWrG1JMQi-2YDAQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC02fPBmeiCsdn8lizDOcbLQ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC042Rdq1ozvYcnkeI4ttT6Q,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1:オールジャンル
UC04Lp4fnMhrFNYM8PWbRiZg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC05YP2Cw4HEQ6ArGYyyMcgg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC06VqaCdzE-WFS1ErD-vWTQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC07JX3oF-bJn_jVfNRwmMXw,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:ギャンブル・TRPG
UC07Ox8mQhE-bROLNbUOy2BA,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5:アニメ
UC08TI5fvi8KTaT5JXend4-w,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1:オールジャンル
UC08txk58SfEqcrbIFIb4Xow,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1:オールジャンル
UC09cRmnS7eEZYN39MR32HYg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4:お絵かき
UC0AF3O6ywE7i7mPdQKaVrqA,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0AOSe8rC8zF1GWjcrbEttg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0DJwI2MAZgLIV646TZfuJA,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3:音楽
UC0EAqw7iphE4nlDbuMwoU_Q,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0EdVFIxQY95pQmu1BTPoqg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0Fu6RrKR0LNlbZxL44CPdQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0KGhiH0jj4C56Wt_McL99Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1:オールジャンル
UC0LFEzDw6vUN1tDvBvCT6-Q,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1:オールジャンル
UC0LXAhHz-IJeXwvklew_jig,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0MYL5u0svWqRkSdiJYF4oQ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0N_W_K-IZvXdtubvJmkj1w,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0Nvr0G8FfuJzoXCpNih5Gg,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1:オールジャンル
UC0NzU0FveZQwNEpyxCt8BKA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0OW4yPgxmEJhnedG0zcbJQ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0P3jtkvQjZNLlGDuPMBq6g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4:お絵かき
UC0QO7Ecmv75MFV_ru89fTeQ,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1:オールジャンル
UC0Qjfo7MypWZ9PPrOpPuRsg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0REsiEl_CjG1Tc207rSe9Q,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0SBBci0S1JWL0JHCX5QnZA,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5:アニメ
UC0SK2WVy_aVAaa14ep6WHCg,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0U9zIsQdMK19Ky43gBPS_A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0UXEbX8VV4Cggnxg_f5A_Q,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0UjtG03CK055b84MZ4n2_Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0YdEqeIQN-Lq70PTx4EnMw,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1:オールジャンル
UC0ZbCzmJ_MN4qzvC09aNZtA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0ZnxmJSpozCBpKwPPYdSZQ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0avIekb_1u_ipPQmfgc4yg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC0boJYCv_7IZng-7ipsvzAw,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3:音楽
UC0fY0DFNDqvuLTxX-FF9jdQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC0gbkS-xhcWWXfWugQUSRuw,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0glUvSvUtdYkGeI-HuhypQ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0gsl8OsuOJRUjEAiSmjyHw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0jaNMcAOsc54ZmwrmSf1VA,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:オールジャンル
UC0lfYdOqDlLMCQl04uztUOQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0m3XWBdDMfPWtvb_fmb2DQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0n3ascyHg4K5TKlFQ8G3EQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0nCTix8nhTLBrO_oe23cbA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0nasgeLGQZYGQdfhu6b-SQ,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0nneEGJEGrroRLhAjjg7iw,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1:オールジャンル
UC0oLhE1jGH9trMxzQprEgPg,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5:アニメ
UC0pHkP11Sih_h4tBF3ohNmg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0pzvnCjWihMZue9wAK6mDw,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0qYkD1LoIKIsVfhCzULLkw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0qhw3KdajqiUshNfU26-nA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC0rr3oLfK0Au-g00K50dX2Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1:オールジャンル
UC0sppohg8rrNZmxDwsdOu3Q,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:オールジャンル
UC0v-_PxiGnm7U1W2ubehPtw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0vNPShz-z8GBGL5FOxeRjw,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5:アニメ
UC0vWlUXa-xQwv0Uhd5MvdMA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0wQk-NWk9SNTY5vpzeWc3w,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:ギャンブル・TRPG
UC0wRZEsUZNdI5rJjupSx-oQ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0wzKgdczgwcFlHsbylBOfg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC0xEb3KBP0SZoyN8lOqFRow,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:オールジャンル
UC0yUtSIpcVTO8dpyhFqbS_g,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC0y_x40Efid0CvAUEXDXiiA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC1-C-GB_Z5M-sZF_lfl5rSg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4:お絵かき
UC1-y2SgiExsBDYvH7QLtz2w,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4:お絵かき
UC10Hvs8hwlKbERjpkHTzEWA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC10ihYp2aS8njqI9jdb-FOQ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:ギャンブル・TRPG
UC127k8SWBqfIJ6zQ_R4tUGg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC12cbtaY8GbPcx94Lm8FtEg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC12oTwhIFytkX4-muA1pqkQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7:その他に特化
UC15XtnvAiHPHgll2l8KV_gw,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5:アニメ
UC15aMYGSWSvazgyaHJsvMpQ,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5:アニメ
UC16DK2sdofXQfShdlf4Bjag,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:オールジャンル
UC16d4b4gNRmPjqaCuOOJVqA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1:オールジャンル
UC17XUI1DNDh2mWRUpWvrwVw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
UC18kbpPBYEZAP5QNfrwe8JQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3:音楽
UC19_eFt63_kC7LR_JzKtYPA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:ゲーム特化
